1.9162	1.0
4.4196	1.0
2.1332	1.0
1.5538	1.0
4.1906	1.0
2.1656	1.0
3.5826	1.0
3.1378	1.0
2.6797	1.0
2.3722	1.0
3.0569	1.0
2.8367	1.0
3.2991	1.0
4.1507	1.0
3.9046	1.0
2.2825	1.0
3.4511	1.0
2.1971	1.0
1.2622	1.0
3.3081	1.0
0.9363	1.0
4.6590	1.0
4.2172	1.0
3.3633	1.0
3.0985	1.0
0.9630	1.0
2.5585	1.0
2.9684	1.0
4.0125	1.0
3.3237	1.0
3.3008	1.0
2.0736	1.0
3.0485	1.0
1.9303	1.0
3.1798	1.0
2.4784	1.0
4.1199	1.0
3.0955	1.0
3.5567	1.0
3.3599	1.0
3.0554	1.0
2.7859	1.0
1.3586	1.0
4.0054	1.0
3.6822	1.0
3.0068	1.0
2.5807	1.0
2.5893	1.0
3.0801	1.0
2.6603	1.0
3.2917	1.0
2.8068	1.0
1.2205	1.0
1.4694	1.0
3.3755	1.0
2.6275	1.0
2.5448	1.0
4.0585	1.0
3.4160	1.0
4.5966	1.0
0.8292	1.0
2.4167	1.0
3.7076	1.0
1.3943	1.0
2.5175	1.0
2.4235	1.0
1.2081	1.0
3.8930	1.0
1.7263	1.0
2.0186	1.0
4.1245	1.0
2.7404	1.0
2.9404	1.0
2.3326	1.0
2.2026	1.0
2.6917	1.0
0.7730	1.0
2.8213	1.0
0.2343	1.0
3.3926	1.0
0.9075	1.0
1.7267	1.0
2.6663	1.0
1.9533	1.0
2.7865	1.0
3.1152	1.0
2.2907	1.0
2.5524	1.0
3.8574	1.0
3.0350	1.0
2.3946	1.0
2.7650	1.0
3.7749	1.0
2.1715	1.0
1.5841	1.0
3.9706	1.0
1.4046	1.0
1.3609	1.0
2.0550	1.0
4.3365	1.0
2.1704	1.0
2.3831	1.0
2.2825	1.0
2.0566	1.0
3.2744	1.0
2.4476	1.0
1.8125	1.0
2.2018	1.0
1.4511	1.0
2.3845	1.0
3.5140	1.0
2.7010	1.0
2.6041	1.0
2.6219	1.0
2.2968	1.0
3.1488	1.0
4.4406	1.0
1.4448	1.0
3.0164	1.0
3.7773	1.0
4.0214	1.0
2.5377	1.0
3.4494	1.0
2.9796	1.0
2.0495	1.0
3.7118	1.0
3.4768	1.0
3.4229	1.0
0.9801	1.0
1.7187	1.0
2.0703	1.0
3.7864	1.0
0.7921	1.0
2.0816	1.0
2.7146	1.0
4.2468	1.0
2.0764	1.0
3.2032	1.0
2.2730	1.0
4.1688	1.0
0.7786	1.0
3.8343	1.0
3.6231	1.0
2.3531	1.0
2.9156	1.0
3.7849	1.0
3.9465	1.0
3.0933	1.0
3.1965	1.0
1.1901	1.0
2.0226	1.0
3.3587	1.0
3.5881	1.0
1.3821	1.0
4.0931	1.0
3.9889	1.0
3.5426	1.0
3.6484	1.0
2.5964	1.0
3.1292	1.0
2.9856	1.0
1.6562	1.0
3.7676	1.0
2.3566	1.0
2.5394	1.0
3.6243	1.0
1.6982	1.0
2.6684	1.0
1.8815	1.0
2.0329	1.0
0.6154	1.0
2.6231	1.0
3.9529	1.0
4.3058	1.0
2.1245	1.0
1.7295	1.0
1.7376	1.0
3.3774	1.0
0.9539	1.0
3.5770	1.0
4.3658	1.0
2.4421	1.0
2.4774	1.0
1.0445	1.0
1.0032	1.0
2.6951	1.0
3.2624	1.0
1.0341	1.0
1.4602	1.0
1.8657	1.0
2.5450	1.0
3.4158	1.0
3.1237	1.0
3.4379	1.0
2.7899	1.0
1.6922	1.0
1.2636	1.0
1.7519	1.0
2.4209	1.0
3.3141	1.0
4.2881	1.0
2.3890	1.0
2.2146	1.0
2.1698	1.0
2.4633	1.0
2.3000	1.0
1.6227	1.0
3.4527	1.0
2.9361	1.0
2.7209	1.0
3.0747	1.0
2.0195	1.0
4.0783	1.0
1.7756	1.0
2.7211	1.0
2.1418	1.0
3.1681	1.0
2.1658	1.0
2.2246	1.0
3.2522	1.0
3.6138	1.0
2.0623	1.0
3.1737	1.0
1.3220	1.0
4.3511	1.0
4.7325	1.0
2.5285	1.0
2.5820	1.0
3.4305	1.0
1.9515	1.0
2.9251	1.0
3.5525	1.0
3.5226	1.0
2.1063	1.0
3.0333	1.0
3.1943	1.0
3.9054	1.0
2.6725	1.0
1.3017	1.0
3.3817	1.0
3.6349	1.0
3.1671	1.0
4.0228	1.0
1.9969	1.0
0.7478	1.0
3.6796	1.0
3.1516	1.0
0.1313	1.0
2.2998	1.0
4.0745	1.0
1.4549	1.0
1.7027	1.0
